origin,destination,date,status
DZ,TR,5/2/20,red
DZ,TR,5/3/20,red
DZ,TR,5/4/20,red
DZ,TR,5/5/20,red
DZ,TR,5/6/20,red
DZ,TR,5/7/20,red
DZ,TR,5/8/20,red
DZ,TR,5/9/20,red
DZ,TR,5/10/20,red
DZ,TR,5/11/20,red
DZ,TR,5/12/20,red
DZ,TR,5/13/20,red
DZ,TR,5/14/20,red
DZ,TR,5/15/20,red
DZ,TR,5/16/20,red
DZ,TR,5/17/20,red
DZ,TR,5/18/20,red
DZ,TR,5/19/20,red
DZ,TR,5/20/20,red
DZ,TR,5/21/20,red
DZ,TR,5/22/20,red
DZ,TR,5/23/20,red
DZ,TR,5/24/20,red
DZ,TR,5/25/20,red
DZ,TR,5/26/20,red
DZ,TR,5/27/20,red
DZ,TR,5/28/20,red
DZ,TR,5/29/20,red
DZ,TR,5/30/20,red
DZ,TR,5/31/20,red
DZ,TR,6/1/20,red
MA,TR,3/8/20,green
MA,TR,3/9/20,green
MA,TR,3/10/20,green
MA,TR,3/11/20,green
MA,TR,3/12/20,green
MA,TR,3/13/20,green
MA,TR,3/14/20,green
MA,TR,3/15/20,green
MA,TR,3/16/20,green
MA,TR,3/17/20,green
MA,TR,3/18/20,green
MA,TR,3/19/20,green
MA,TR,3/20/20,green
MA,TR,3/21/20,green
MA,TR,3/22/20,green
MA,TR,3/23/20,red
MA,TR,3/24/20,red
MA,TR,3/25/20,red
MA,TR,3/26/20,red
MA,TR,3/27/20,red
MA,TR,3/28/20,red
MA,TR,3/29/20,red
MA,TR,3/30/20,red
MA,TR,3/31/20,red
MA,TR,4/1/20,red
MA,TR,4/2/20,red
MA,TR,4/3/20,red
MA,TR,4/4/20,red
MA,TR,4/5/20,red
MA,TR,4/6/20,red
MA,TR,4/7/20,red
MA,TR,4/8/20,red
MA,TR,4/9/20,red
MA,TR,4/10/20,red
MA,TR,4/11/20,red
MA,TR,4/12/20,red
MA,TR,4/13/20,red
MA,TR,4/14/20,red
MA,TR,4/15/20,red
MA,TR,4/16/20,red
MA,TR,4/17/20,red
MA,TR,4/18/20,red
MA,TR,4/19/20,red
MA,TR,4/20/20,red
MA,TR,4/21/20,red
MA,TR,4/22/20,red
MA,TR,4/23/20,red
MA,TR,4/24/20,red
MA,TR,4/25/20,red
MA,TR,4/26/20,red
MA,TR,4/27/20,red
MA,TR,4/28/20,red
MA,TR,4/29/20,red
MA,TR,4/30/20,red
MA,TR,5/1/20,red
MA,TR,5/2/20,red
MA,TR,5/3/20,red
MA,TR,5/4/20,red
MA,TR,5/5/20,red
MA,TR,5/6/20,red
MA,TR,5/7/20,red
MA,TR,5/8/20,red
MA,TR,5/9/20,red
MA,TR,5/10/20,red
MA,TR,5/11/20,red
MA,TR,5/12/20,red
MA,TR,5/13/20,red
MA,TR,5/14/20,red
MA,TR,5/15/20,red
MA,TR,5/16/20,red
MA,TR,5/17/20,red
MA,TR,5/18/20,red
MA,TR,5/19/20,red
MA,TR,5/20/20,red
MA,TR,5/21/20,red
MA,TR,5/22/20,red
MA,TR,5/23/20,red
MA,TR,5/24/20,red
MA,TR,5/25/20,red
MA,TR,5/26/20,red
MA,TR,5/27/20,red
MA,TR,5/28/20,red
MA,TR,5/29/20,red
MA,TR,5/30/20,red
MA,TR,5/31/20,red
MA,TR,6/1/20,red
SN,TR,3/8/20,green
SN,TR,3/9/20,green
SN,TR,3/10/20,green
SN,TR,3/11/20,green
SN,TR,3/12/20,green
SN,TR,3/13/20,green
SN,TR,3/14/20,green
SN,TR,3/15/20,green
SN,TR,3/16/20,green
SN,TR,3/17/20,green
SN,TR,3/18/20,green
SN,TR,3/19/20,green
SN,TR,3/20/20,green
SN,TR,3/21/20,green
SN,TR,3/22/20,green
SN,TR,3/23/20,yellow
SN,TR,3/24/20,yellow
SN,TR,3/25/20,yellow
SN,TR,3/26/20,yellow
SN,TR,3/27/20,yellow
SN,TR,3/28/20,yellow
SN,TR,3/29/20,yellow
SN,TR,3/30/20,yellow
SN,TR,3/31/20,yellow
SN,TR,4/1/20,yellow
SN,TR,4/2/20,yellow
SN,TR,4/3/20,yellow
SN,TR,4/4/20,yellow
SN,TR,4/5/20,yellow
SN,TR,4/6/20,yellow
SN,TR,4/7/20,yellow
SN,TR,4/8/20,yellow
SN,TR,4/9/20,yellow
SN,TR,4/10/20,yellow
SN,TR,4/11/20,yellow
SN,TR,4/12/20,yellow
SN,TR,4/13/20,yellow
SN,TR,4/14/20,yellow
SN,TR,4/15/20,yellow
SN,TR,4/16/20,yellow
SN,TR,4/17/20,yellow
SN,TR,4/18/20,yellow
SN,TR,4/19/20,yellow
SN,TR,4/20/20,yellow
SN,TR,4/21/20,yellow
SN,TR,4/22/20,yellow
SN,TR,4/23/20,yellow
SN,TR,4/24/20,yellow
SN,TR,4/25/20,yellow
SN,TR,4/26/20,yellow
SN,TR,4/27/20,yellow
SN,TR,4/28/20,yellow
SN,TR,4/29/20,yellow
SN,TR,4/30/20,yellow
SN,TR,5/1/20,yellow
SN,TR,5/2/20,yellow
SN,TR,5/3/20,yellow
SN,TR,5/4/20,yellow
SN,TR,5/5/20,yellow
SN,TR,5/6/20,yellow
SN,TR,5/7/20,yellow
SN,TR,5/8/20,yellow
SN,TR,5/9/20,yellow
SN,TR,5/10/20,yellow
SN,TR,5/11/20,yellow
SN,TR,5/12/20,yellow
SN,TR,5/13/20,yellow
SN,TR,5/14/20,yellow
SN,TR,5/15/20,yellow
SN,TR,5/16/20,yellow
SN,TR,5/17/20,yellow
SN,TR,5/18/20,yellow
SN,TR,5/19/20,yellow
SN,TR,5/20/20,yellow
SN,TR,5/21/20,yellow
SN,TR,5/22/20,yellow
SN,TR,5/23/20,yellow
SN,TR,5/24/20,yellow
SN,TR,5/25/20,yellow
SN,TR,5/26/20,yellow
SN,TR,5/27/20,yellow
SN,TR,5/28/20,yellow
SN,TR,5/29/20,yellow
SN,TR,5/30/20,yellow
SN,TR,5/31/20,yellow
SN,TR,6/1/20,yellow
CI,US,3/8/20,green
CI,US,3/9/20,green
CI,US,3/10/20,green
CI,US,3/11/20,green
CI,US,3/12/20,green
CI,US,3/13/20,green
CI,US,3/14/20,green
CI,US,3/15/20,green
CI,US,3/16/20,green
CI,US,3/17/20,green
CI,US,3/18/20,green
CI,US,3/19/20,green
CI,US,3/20/20,green
CI,US,3/21/20,green
CI,US,3/22/20,green
CI,US,3/23/20,green
CI,US,3/24/20,green
CI,US,3/25/20,green
CI,US,3/26/20,green
CI,US,3/27/20,green
CI,US,3/28/20,green
CI,US,3/29/20,green
CI,US,3/30/20,green
CI,US,3/31/20,green
CI,US,4/1/20,green
CI,US,4/2/20,green
CI,US,4/3/20,green
CI,US,4/4/20,green
CI,US,4/5/20,green
CI,US,4/6/20,green
CI,US,4/7/20,green
CI,US,4/8/20,green
CI,US,4/9/20,green
CI,US,4/10/20,green
CI,US,4/11/20,green
CI,US,4/12/20,green
CI,US,4/13/20,green
CI,US,4/14/20,green
CI,US,4/15/20,green
CI,US,4/16/20,green
CI,US,4/17/20,green
CI,US,4/18/20,green
CI,US,4/19/20,green
CI,US,4/20/20,green
CI,US,4/21/20,green
CI,US,4/22/20,green
CI,US,4/23/20,green
CI,US,4/24/20,green
CI,US,4/25/20,green
CI,US,4/26/20,green
CI,US,4/27/20,green
CI,US,4/28/20,green
CI,US,4/29/20,green
CI,US,4/30/20,green
CI,US,5/1/20,green
CI,US,5/2/20,green
CI,US,5/3/20,green
CI,US,5/4/20,green
CI,US,5/5/20,green
CI,US,5/6/20,green
CI,US,5/7/20,green
CI,US,5/8/20,green
CI,US,5/9/20,green
CI,US,5/10/20,green
CI,US,5/11/20,green
CI,US,5/12/20,green
CI,US,5/13/20,green
CI,US,5/14/20,green
CI,US,5/15/20,green
CI,US,5/16/20,green
CI,US,5/17/20,green
CI,US,5/18/20,green
CI,US,5/19/20,green
CI,US,5/20/20,green
CI,US,5/21/20,green
CI,US,5/22/20,green
CI,US,5/23/20,green
CI,US,5/24/20,green
CI,US,5/25/20,green
CI,US,5/26/20,green
CI,US,5/27/20,green
CI,US,5/28/20,green
CI,US,5/29/20,green
CI,US,5/30/20,green
CI,US,5/31/20,green
CI,US,6/1/20,green
DZ,US,3/8/20,green
DZ,US,3/9/20,green
DZ,US,3/10/20,green
DZ,US,3/11/20,green
DZ,US,3/12/20,green
DZ,US,3/13/20,green
DZ,US,3/14/20,green
DZ,US,3/15/20,green
DZ,US,3/16/20,green
DZ,US,3/17/20,green
DZ,US,3/18/20,green
DZ,US,3/19/20,green
DZ,US,3/20/20,green
DZ,US,3/21/20,green
DZ,US,3/22/20,green
DZ,US,3/23/20,green
DZ,US,3/24/20,green
DZ,US,3/25/20,green
DZ,US,3/26/20,green
DZ,US,3/27/20,green
DZ,US,3/28/20,green
DZ,US,3/29/20,green
DZ,US,3/30/20,green
DZ,US,3/31/20,green
DZ,US,4/1/20,green
DZ,US,4/2/20,green
DZ,US,4/3/20,green
DZ,US,4/4/20,green
DZ,US,4/5/20,green
DZ,US,4/6/20,green
DZ,US,4/7/20,green
DZ,US,4/8/20,green
DZ,US,4/9/20,green
DZ,US,4/10/20,green
DZ,US,4/11/20,green
DZ,US,4/12/20,green
DZ,US,4/13/20,green
DZ,US,4/14/20,green
DZ,US,4/15/20,green
DZ,US,4/16/20,green
DZ,US,4/17/20,green
DZ,US,4/18/20,green
DZ,US,4/19/20,green
DZ,US,4/20/20,green
DZ,US,4/21/20,green
DZ,US,4/22/20,green
DZ,US,4/23/20,green
DZ,US,4/24/20,green
DZ,US,4/25/20,green
DZ,US,4/26/20,green
DZ,US,4/27/20,green
DZ,US,4/28/20,green
DZ,US,4/29/20,green
DZ,US,4/30/20,green
DZ,US,5/1/20,green
DZ,US,5/2/20,green
DZ,US,5/3/20,green
DZ,US,5/4/20,green
DZ,US,5/5/20,green
DZ,US,5/6/20,green
DZ,US,5/7/20,green
DZ,US,5/8/20,green
DZ,US,5/9/20,green
DZ,US,5/10/20,green
DZ,US,5/11/20,green
DZ,US,5/12/20,green
DZ,US,5/13/20,green
DZ,US,5/14/20,green
DZ,US,5/15/20,green
DZ,US,5/16/20,green
DZ,US,5/17/20,green
DZ,US,5/18/20,green
DZ,US,5/19/20,green
DZ,US,5/20/20,green
DZ,US,5/21/20,green
DZ,US,5/22/20,green
DZ,US,5/23/20,green
DZ,US,5/24/20,green
DZ,US,5/25/20,green
DZ,US,5/26/20,green
DZ,US,5/27/20,green
DZ,US,5/28/20,green
DZ,US,5/29/20,green
DZ,US,5/30/20,green
DZ,US,5/31/20,green
DZ,US,6/1/20,green
MA,US,3/8/20,green
MA,US,3/9/20,green
MA,US,3/10/20,green
MA,US,3/11/20,green
MA,US,3/12/20,green
MA,US,3/13/20,green
MA,US,3/14/20,green
MA,US,3/15/20,green
MA,US,3/16/20,green
MA,US,3/17/20,green
MA,US,3/18/20,green
MA,US,3/19/20,green
MA,US,3/20/20,green
MA,US,3/21/20,green
MA,US,3/22/20,green
MA,US,3/23/20,green
MA,US,3/24/20,green
MA,US,3/25/20,green
MA,US,3/26/20,green
MA,US,3/27/20,green
MA,US,3/28/20,green
MA,US,3/29/20,green
MA,US,3/30/20,green
MA,US,3/31/20,green
MA,US,4/1/20,green
MA,US,4/2/20,green
MA,US,4/3/20,green
MA,US,4/4/20,green
MA,US,4/5/20,green
MA,US,4/6/20,green
MA,US,4/7/20,green
MA,US,4/8/20,green
MA,US,4/9/20,green
MA,US,4/10/20,green
MA,US,4/11/20,green
MA,US,4/12/20,green
MA,US,4/13/20,green
MA,US,4/14/20,green
MA,US,4/15/20,green
MA,US,4/16/20,green
MA,US,4/17/20,green
MA,US,4/18/20,green
MA,US,4/19/20,green
MA,US,4/20/20,green
MA,US,4/21/20,green
MA,US,4/22/20,green
MA,US,4/23/20,green
MA,US,4/24/20,green
MA,US,4/25/20,green
MA,US,4/26/20,green
MA,US,4/27/20,green
MA,US,4/28/20,green
MA,US,4/29/20,green
MA,US,4/30/20,green
MA,US,5/1/20,green
MA,US,5/2/20,green
MA,US,5/3/20,green
MA,US,5/4/20,green
MA,US,5/5/20,green
MA,US,5/6/20,green
MA,US,5/7/20,green
MA,US,5/8/20,green
MA,US,5/9/20,green
MA,US,5/10/20,green
MA,US,5/11/20,green
MA,US,5/12/20,green
MA,US,5/13/20,green
MA,US,5/14/20,green
MA,US,5/15/20,green
MA,US,5/16/20,green
MA,US,5/17/20,green
MA,US,5/18/20,green
MA,US,5/19/20,green
MA,US,5/20/20,green
MA,US,5/21/20,green
MA,US,5/22/20,green
MA,US,5/23/20,green
MA,US,5/24/20,green
MA,US,5/25/20,green
MA,US,5/26/20,green
MA,US,5/27/20,green
MA,US,5/28/20,green
MA,US,5/29/20,green
MA,US,5/30/20,green
MA,US,5/31/20,green
MA,US,6/1/20,green
SN,US,3/8/20,green
SN,US,3/9/20,green
SN,US,3/10/20,green
SN,US,3/11/20,green
SN,US,3/12/20,green
SN,US,3/13/20,green
SN,US,3/14/20,green
SN,US,3/15/20,green
SN,US,3/16/20,green
SN,US,3/17/20,green
SN,US,3/18/20,green
SN,US,3/19/20,green
SN,US,3/20/20,green
SN,US,3/21/20,green
SN,US,3/22/20,green
SN,US,3/23/20,green
SN,US,3/24/20,green
SN,US,3/25/20,green
SN,US,3/26/20,green
SN,US,3/27/20,green
SN,US,3/28/20,green
SN,US,3/29/20,green
SN,US,3/30/20,green
SN,US,3/31/20,green
SN,US,4/1/20,green
SN,US,4/2/20,green
SN,US,4/3/20,green
SN,US,4/4/20,green
SN,US,4/5/20,green
SN,US,4/6/20,green
SN,US,4/7/20,green
SN,US,4/8/20,green
SN,US,4/9/20,green
SN,US,4/10/20,green
SN,US,4/11/20,green
SN,US,4/12/20,green
SN,US,4/13/20,green
SN,US,4/14/20,green
SN,US,4/15/20,green
SN,US,4/16/20,green
SN,US,4/17/20,green
SN,US,4/18/20,green
SN,US,4/19/20,green
SN,US,4/20/20,green
SN,US,4/21/20,green
SN,US,4/22/20,green
SN,US,4/23/20,green
SN,US,4/24/20,green
SN,US,4/25/20,green
SN,US,4/26/20,green
SN,US,4/27/20,green
SN,US,4/28/20,green
SN,US,4/29/20,green
SN,US,4/30/20,green
SN,US,5/1/20,green
SN,US,5/2/20,green
SN,US,5/3/20,green
SN,US,5/4/20,green
SN,US,5/5/20,green
SN,US,5/6/20,green
SN,US,5/7/20,green
SN,US,5/8/20,green
SN,US,5/9/20,green
SN,US,5/10/20,green
SN,US,5/11/20,green
SN,US,5/12/20,green
SN,US,5/13/20,green
SN,US,5/14/20,green
SN,US,5/15/20,green
SN,US,5/16/20,green
SN,US,5/17/20,green
SN,US,5/18/20,green
SN,US,5/19/20,green
SN,US,5/20/20,green
SN,US,5/21/20,green
SN,US,5/22/20,green
SN,US,5/23/20,green
SN,US,5/24/20,green
SN,US,5/25/20,green
SN,US,5/26/20,green
SN,US,5/27/20,green
SN,US,5/28/20,green
SN,US,5/29/20,green
SN,US,5/30/20,green
SN,US,5/31/20,green
SN,US,6/1/20,green
