iso_code,location,date,cases_per_100k,deaths_per_100k
AFG,Afghanistan,2020-07-16,32.629999999999995,4.77
AFG,Afghanistan,2020-07-17,39.910000000000004,8.54
AFG,Afghanistan,2020-07-18,15.06,0
AFG,Afghanistan,2020-07-19,46.69,8.54
AFG,Afghanistan,2020-07-20,8.54,0.5
AFG,Afghanistan,2020-07-21,26.61,0.25
AFG,Afghanistan,2020-07-22,28.119999999999997,1.51
AFG,Afghanistan,2020-07-23,47.190000000000005,5.2700000000000005
AFG,Afghanistan,2020-07-24,16.57,3.51
AFG,Afghanistan,2020-07-25,13.81,5.2700000000000005
AFG,Afghanistan,2020-07-26,30.369999999999997,3.2600000000000002
AFG,Afghanistan,2020-07-27,26.61,2.51
AFG,Afghanistan,2020-07-28,26.36,0.25
AFG,Afghanistan,2020-07-29,25.86,0.25
AFG,Afghanistan,2020-07-30,17.82,0
AFG,Afghanistan,2020-07-31,0,0
AFG,Afghanistan,2020-08-01,42.169999999999995,3.01
AFG,Afghanistan,2020-08-02,0,0
AFG,Afghanistan,2020-08-03,0,0
AFG,Afghanistan,2020-08-04,9.290000000000001,1.26
AFG,Afghanistan,2020-08-05,20.58,1.51
AFG,Afghanistan,2020-08-06,16.82,1
AFG,Afghanistan,2020-08-07,10.29,0
AFG,Afghanistan,2020-08-08,19.58,2.2600000000000002
AFG,Afghanistan,2020-08-09,9.79,1.26
AFG,Afghanistan,2020-08-10,0,0
AFG,Afghanistan,2020-08-11,53.97,8.030000000000001
AFG,Afghanistan,2020-08-12,19.08,2.51
AFG,Afghanistan,2020-08-13,19.830000000000002,2.2600000000000002
AFG,Afghanistan,2020-08-14,1.7599999999999998,0
AFG,Afghanistan,2020-08-15,30.12,1.7599999999999998
AFG,Afghanistan,2020-08-16,11.299999999999999,1.26
AFG,Afghanistan,2020-08-17,0,0
AFG,Afghanistan,2020-08-18,0.75,0
AFG,Afghanistan,2020-08-19,0,0
AFG,Afghanistan,2020-08-20,40.17,2.0100000000000002
AFG,Afghanistan,2020-08-21,24.35,0.5
AFG,Afghanistan,2020-08-22,9.54,0
AFG,Afghanistan,2020-08-23,14.81,0
AFG,Afghanistan,2020-08-24,11.55,0.5
AFG,Afghanistan,2020-08-25,17.82,2.51
AFG,Afghanistan,2020-08-26,10.79,1
AFG,Afghanistan,2020-08-27,4.0200000000000005,0
AFG,Afghanistan,2020-08-28,2.7600000000000002,0.25
AFG,Afghanistan,2020-08-29,0.75,0
AFG,Afghanistan,2020-08-30,0,0
AFG,Afghanistan,2020-08-31,4.77,0
AFG,Afghanistan,2020-09-01,8.54,1
AFG,Afghanistan,2020-09-02,11.799999999999999,0.75
AFG,Afghanistan,2020-09-03,11.299999999999999,0
AFG,Afghanistan,2020-09-04,0,0
AFG,Afghanistan,2020-09-05,4.0200000000000005,0
AFG,Afghanistan,2020-09-06,23.599999999999998,0.75
AFG,Afghanistan,2020-09-07,24.1,0.75
AFG,Afghanistan,2020-09-08,6.53,0.75
AFG,Afghanistan,2020-09-09,6.02,0.5
AFG,Afghanistan,2020-09-10,7.029999999999999,0
AFG,Afghanistan,2020-09-11,8.54,0
AFG,Afghanistan,2020-09-12,8.79,0
AFG,Afghanistan,2020-09-13,18.83,0
AFG,Afghanistan,2020-09-14,14.059999999999999,1.26
AFG,Afghanistan,2020-09-15,10.79,0.25
AFG,Afghanistan,2020-09-16,10.04,2.51
AFG,Afghanistan,2020-09-17,4.27,0
AFG,Afghanistan,2020-09-18,2.7600000000000002,0.25
AFG,Afghanistan,2020-09-19,9.040000000000001,0
AFG,Afghanistan,2020-09-20,31.38,1
AFG,Afghanistan,2020-09-21,7.53,0.75
AFG,Afghanistan,2020-09-22,5.5200000000000005,0.25
AFG,Afghanistan,2020-09-23,12.3,0.25
AFG,Afghanistan,2020-09-24,6.28,1.26
AFG,Afghanistan,2020-09-25,4.0200000000000005,0
AFG,Afghanistan,2020-09-26,1.51,0.5
AFG,Afghanistan,2020-09-27,8.79,0
AFG,Afghanistan,2020-09-28,3.01,0.75
AFG,Afghanistan,2020-09-29,3.77,0.5
AFG,Afghanistan,2020-09-30,3.51,0
AFG,Afghanistan,2020-10-01,4.27,0
AFG,Afghanistan,2020-10-02,1.26,0
AFG,Afghanistan,2020-10-03,1.7599999999999998,1
AFG,Afghanistan,2020-10-04,11.05,0
AFG,Afghanistan,2020-10-05,20.33,1
AFG,Afghanistan,2020-10-06,16.07,0.25
AFG,Afghanistan,2020-10-07,15.56,0.5
AFG,Afghanistan,2020-10-08,17.07,0.25
AFG,Afghanistan,2020-10-09,19.330000000000002,0.5
AFG,Afghanistan,2020-10-10,2.51,0.25
AFG,Afghanistan,2020-10-11,24.1,1
AFG,Afghanistan,2020-10-12,17.82,0.5
AFG,Afghanistan,2020-10-13,14.559999999999999,0.25
AFG,Afghanistan,2020-10-14,16.57,0.25
AFG,Afghanistan,2020-10-15,8.030000000000001,0
AFG,Afghanistan,2020-10-16,11.799999999999999,1
AFG,Afghanistan,2020-10-17,17.07,0.75
AFG,Afghanistan,2020-10-18,14.81,1
AFG,Afghanistan,2020-10-19,21.840000000000003,1.26
AFG,Afghanistan,2020-10-20,22.09,0.5
AFG,Afghanistan,2020-10-21,0,0
AFG,Afghanistan,2020-10-22,12.3,0
AFG,Afghanistan,2020-10-23,29.119999999999997,0.5
AFG,Afghanistan,2020-10-24,15.309999999999999,0.5
AFG,Afghanistan,2020-10-25,20.33,1
AFG,Afghanistan,2020-10-26,16.32,0.75
AFG,Afghanistan,2020-10-27,26.110000000000003,1
AFG,Afghanistan,2020-10-28,23.849999999999998,1.26
AFG,Afghanistan,2020-10-29,28.37,1.51
AFG,Afghanistan,2020-10-30,30.880000000000003,0.75
AFG,Afghanistan,2020-10-31,16.57,0.25
AFG,Afghanistan,2020-11-01,22.839999999999996,0.75
AFG,Afghanistan,2020-11-02,19.08,0
AFG,Afghanistan,2020-11-03,33.14,1.26
AFG,Afghanistan,2020-11-04,23.849999999999998,0.75
AFG,Afghanistan,2020-11-05,21.589999999999996,1
AFG,Afghanistan,2020-11-06,30.369999999999997,1.51
AFG,Afghanistan,2020-11-07,10.04,0
AFG,Afghanistan,2020-11-08,14.559999999999999,0.5
AFG,Afghanistan,2020-11-09,31.63,1.51
AFG,Afghanistan,2020-11-10,34.64,3.01
AFG,Afghanistan,2020-11-11,41.67,0.75
AFG,Afghanistan,2020-11-12,36.65,1
AFG,Afghanistan,2020-11-13,46.69,2.51
AFG,Afghanistan,2020-11-14,43.68000000000001,1
AFG,Afghanistan,2020-11-15,16.57,2.51
AFG,Afghanistan,2020-11-16,51.46,3.01
AFG,Afghanistan,2020-11-17,40.919999999999995,2.2600000000000002
AFG,Afghanistan,2020-11-18,56.48,3.01
AFG,Afghanistan,2020-11-19,55.98,1.7599999999999998
AFG,Afghanistan,2020-11-20,94.64,1.26
AFG,Afghanistan,2020-11-21,53.97,2.7600000000000002
AFG,Afghanistan,2020-11-22,15.06,3.51
AFG,Afghanistan,2020-11-23,50.96,3.01
AFG,Afghanistan,2020-11-24,70.78999999999999,2.0100000000000002
AFG,Afghanistan,2020-11-25,72.8,4.27
AFG,Afghanistan,2020-11-26,53.22,3.2600000000000002
AFG,Afghanistan,2020-11-27,56.730000000000004,3.01
AFG,Afghanistan,2020-11-28,30.880000000000003,0.75
AFG,Afghanistan,2020-11-29,31.880000000000003,3.01
AFG,Afghanistan,2020-11-30,62.510000000000005,2.7600000000000002
AFG,Afghanistan,2020-12-01,71.04,2.7600000000000002
AFG,Afghanistan,2020-12-02,54.980000000000004,5.2700000000000005
AFG,Afghanistan,2020-12-03,66.02000000000001,6.78
AFG,Afghanistan,2020-12-04,69.79,4.77
AFG,Afghanistan,2020-12-05,32.629999999999995,1.51
AFG,Afghanistan,2020-12-06,63.51,4.5200000000000005
AFG,Afghanistan,2020-12-07,65.27,2.51
AFG,Afghanistan,2020-12-08,58.99,6.78
AFG,Afghanistan,2020-12-09,57.74,1.51
AFG,Afghanistan,2020-12-10,43.68000000000001,3.2600000000000002
AFG,Afghanistan,2020-12-11,53.470000000000006,4.5200000000000005
AFG,Afghanistan,2020-12-12,18.33,2.51
AFG,Afghanistan,2020-12-13,31.63,2.7600000000000002
AFG,Afghanistan,2020-12-14,80.58,2.7600000000000002
AFG,Afghanistan,2020-12-15,52.97,1
AFG,Afghanistan,2020-12-16,54.980000000000004,6.53
AFG,Afghanistan,2020-12-17,56.230000000000004,4.0200000000000005
AFG,Afghanistan,2020-12-18,69.03,3.77
AFG,Afghanistan,2020-12-19,63.760000000000005,1.26
AFG,Afghanistan,2020-12-20,20.08,4.27
AFG,Afghanistan,2020-12-21,35.65,5.02
AFG,Afghanistan,2020-12-22,52.72,3.77
AFG,Afghanistan,2020-12-23,45.69,4.0200000000000005
AFG,Afghanistan,2020-12-24,72.05,5.2700000000000005
AFG,Afghanistan,2020-12-25,59.75,2.2600000000000002
AFG,Afghanistan,2020-12-26,42.42,3.2600000000000002
AFG,Afghanistan,2020-12-27,21.09,2.51
AFG,Afghanistan,2020-12-28,39.910000000000004,3.01
AFG,Afghanistan,2020-12-29,35.14,3.01
AFG,Afghanistan,2020-12-30,45.940000000000005,1.7599999999999998
AFG,Afghanistan,2020-12-31,0,0
AFG,Afghanistan,2021-01-01,45.940000000000005,3.01
AFG,Afghanistan,2021-01-02,18.33,2.51
AFG,Afghanistan,2021-01-03,30.880000000000003,2.51
AFG,Afghanistan,2021-01-04,50.21,2.2600000000000002
AFG,Afghanistan,2021-01-05,25.61,1.7599999999999998
AFG,Afghanistan,2021-01-06,23.599999999999998,1.7599999999999998
AFG,Afghanistan,2021-01-07,25.61,2.2600000000000002
AFG,Afghanistan,2021-01-08,31.38,1
AFG,Afghanistan,2021-01-09,17.07,1.7599999999999998
AFG,Afghanistan,2021-01-10,22.34,3.2600000000000002
AFG,Afghanistan,2021-01-11,12.3,2.7600000000000002
AFG,Afghanistan,2021-01-12,11.55,3.2600000000000002
AFG,Afghanistan,2021-01-13,26.61,1.7599999999999998
AFG,Afghanistan,2021-01-14,21.34,1.51
AFG,Afghanistan,2021-01-15,14.059999999999999,2.51
AFG,Afghanistan,2021-01-16,26.86,3.01
AFG,Afghanistan,2021-01-17,11.55,0.75
AFG,Afghanistan,2021-01-18,19.58,1
AFG,Afghanistan,2021-01-19,19.830000000000002,0.75
AFG,Afghanistan,2021-01-20,34.39,2.0100000000000002
AFG,Afghanistan,2021-01-21,31.38,2.2600000000000002
AFG,Afghanistan,2021-01-22,20.08,1.7599999999999998
AFG,Afghanistan,2021-01-23,19.08,0.75
AFG,Afghanistan,2021-01-24,9.040000000000001,1.26
AFG,Afghanistan,2021-01-25,19.330000000000002,1.7599999999999998
AFG,Afghanistan,2021-01-26,19.58,1
AFG,Afghanistan,2021-01-27,26.110000000000003,0
AFG,Afghanistan,2021-01-28,9.290000000000001,2.0100000000000002
AFG,Afghanistan,2021-01-29,12.05,0.5
AFG,Afghanistan,2021-01-30,17.32,0.25
AFG,Afghanistan,2021-01-31,3.77,0
AFG,Afghanistan,2021-02-01,9.040000000000001,1
AFG,Afghanistan,2021-02-02,15.56,0.25
AFG,Afghanistan,2021-02-03,13.3,0.25
AFG,Afghanistan,2021-02-04,14.31,0.25
AFG,Afghanistan,2021-02-05,8.54,0
AFG,Afghanistan,2021-02-06,16.32,0.25
AFG,Afghanistan,2021-02-07,1.26,0.5
AFG,Afghanistan,2021-02-08,6.02,0.75
AFG,Afghanistan,2021-02-09,6.28,0.25
AFG,Afghanistan,2021-02-10,4.5200000000000005,1
AFG,Afghanistan,2021-02-11,4.5200000000000005,0.25
AFG,Afghanistan,2021-02-12,6.28,1.26
AFG,Afghanistan,2021-02-13,7.029999999999999,0.75
AFG,Afghanistan,2021-02-14,4.77,0
AFG,Afghanistan,2021-02-15,5.5200000000000005,0
AFG,Afghanistan,2021-02-16,1,0.25
AFG,Afghanistan,2021-02-17,5.5200000000000005,0
AFG,Afghanistan,2021-02-18,4.27,0.5
AFG,Afghanistan,2021-02-19,4.5200000000000005,0
AFG,Afghanistan,2021-02-20,1.26,0
AFG,Afghanistan,2021-02-21,6.02,0.5
AFG,Afghanistan,2021-02-22,3.2600000000000002,0.25
AFG,Afghanistan,2021-02-23,7.279999999999999,0.5
AFG,Afghanistan,2021-02-24,4.5200000000000005,0.25
AFG,Afghanistan,2021-02-25,4.0200000000000005,0.5
AFG,Afghanistan,2021-02-26,4.0200000000000005,1
AFG,Afghanistan,2021-02-27,2.7600000000000002,0.25
AFG,Afghanistan,2021-02-28,1.7599999999999998,0
AFG,Afghanistan,2021-03-01,4.77,0.25
AFG,Afghanistan,2021-03-02,6.53,0.5
AFG,Afghanistan,2021-03-03,2.7600000000000002,0
AFG,Afghanistan,2021-03-04,1.26,0
AFG,Afghanistan,2021-03-05,13.049999999999999,0.75
AFG,Afghanistan,2021-03-06,3.2600000000000002,0
AFG,Afghanistan,2021-03-07,1.7599999999999998,0
AFG,Afghanistan,2021-03-08,7.279999999999999,0.5
AFG,Afghanistan,2021-03-09,0,0
AFG,Afghanistan,2021-03-10,4.5200000000000005,0
AFG,Afghanistan,2021-03-11,5.77,0
AFG,Afghanistan,2021-03-12,10.540000000000001,0.75
AFG,Afghanistan,2021-03-13,0,0
AFG,Afghanistan,2021-03-14,6.53,0.75
AFG,Afghanistan,2021-03-15,0,0.5
AFG,Afghanistan,2021-03-16,2.51,0.25
AFG,Afghanistan,2021-03-17,5.2700000000000005,0
AFG,Afghanistan,2021-03-18,7.029999999999999,0.5
AFG,Afghanistan,2021-03-19,6.28,0
AFG,Afghanistan,2021-03-20,6.02,0
AFG,Afghanistan,2021-03-21,2.51,0.25
AFG,Afghanistan,2021-03-22,12.549999999999999,0.25
AFG,Afghanistan,2021-03-23,6.02,0.5
AFG,Afghanistan,2021-03-24,3.77,0
AFG,Afghanistan,2021-03-25,8.54,0.25
AFG,Afghanistan,2021-03-26,7.029999999999999,0
AFG,Afghanistan,2021-03-27,9.040000000000001,0.5
AFG,Afghanistan,2021-03-28,1,0.25
AFG,Afghanistan,2021-03-29,7.029999999999999,0.5
AFG,Afghanistan,2021-03-30,15.56,1
AFG,Afghanistan,2021-03-31,17.57,2.0100000000000002
AFG,Afghanistan,2021-04-01,15.82,1.26
AFG,Afghanistan,2021-04-02,13.81,1.51
AFG,Afghanistan,2021-04-03,5.77,0.25
AFG,Afghanistan,2021-04-04,20.33,0.25
AFG,Afghanistan,2021-04-05,10.29,2.7600000000000002
AFG,Afghanistan,2021-04-06,15.56,1
AFG,Afghanistan,2021-04-07,23.599999999999998,0
AFG,Afghanistan,2021-04-08,17.57,1
AFG,Afghanistan,2021-04-09,19.08,1.26
AFG,Afghanistan,2021-04-10,31.38,0
AFG,Afghanistan,2021-04-11,4.0200000000000005,0
AFG,Afghanistan,2021-04-12,20.58,2.0100000000000002
AFG,Afghanistan,2021-04-13,30.630000000000003,0
AFG,Afghanistan,2021-04-14,32.13,0.75
AFG,Afghanistan,2021-04-15,10.540000000000001,0.25
AFG,Afghanistan,2021-04-16,19.58,0.5
AFG,Afghanistan,2021-04-17,27.360000000000003,1
AFG,Afghanistan,2021-04-18,18.07,0
AFG,Afghanistan,2021-04-19,26.36,1.7599999999999998
AFG,Afghanistan,2021-04-20,34.89,0.75
AFG,Afghanistan,2021-04-21,44.42999999999999,2.0100000000000002
AFG,Afghanistan,2021-04-22,24.6,1
AFG,Afghanistan,2021-04-23,57.74,1
AFG,Afghanistan,2021-04-24,47.190000000000005,1.7599999999999998
AFG,Afghanistan,2021-04-25,28.37,2.51
AFG,Afghanistan,2021-04-26,43.17999999999999,2.51
AFG,Afghanistan,2021-04-27,52.72,1.51
AFG,Afghanistan,2021-04-28,36.4,3.2600000000000002
AFG,Afghanistan,2021-04-29,51.71,1.7599999999999998
AFG,Afghanistan,2021-04-30,42.42,1.7599999999999998
AFG,Afghanistan,2021-05-01,48.7,1.51
AFG,Afghanistan,2021-05-02,45.940000000000005,1.51
AFG,Afghanistan,2021-05-03,44.68,1.26
AFG,Afghanistan,2021-05-04,66.02000000000001,1.51
AFG,Afghanistan,2021-05-05,58.739999999999995,1.51
AFG,Afghanistan,2021-05-06,91.63,2.51
AFG,Afghanistan,2021-05-07,73.55000000000001,2.2600000000000002
AFG,Afghanistan,2021-05-08,75.31,2.51
AFG,Afghanistan,2021-05-09,21.840000000000003,0.75
AFG,Afghanistan,2021-05-10,55.480000000000004,3.01
AFG,Afghanistan,2021-05-11,85.35,3.01
AFG,Afghanistan,2021-05-12,79.08,0.75
AFG,Afghanistan,2021-05-13,82.09,2.0100000000000002
AFG,Afghanistan,2021-05-14,77.82,2.2600000000000002
AFG,Afghanistan,2021-05-15,14.31,0.75
AFG,Afghanistan,2021-05-16,18.07,2.2600000000000002
AFG,Afghanistan,2021-05-17,28.62,0.75
AFG,Afghanistan,2021-05-18,55.480000000000004,1.51
AFG,Afghanistan,2021-05-19,76.06,2.7600000000000002
AFG,Afghanistan,2021-05-20,113.72,2.51
AFG,Afghanistan,2021-05-21,126.77,2.51
AFG,Afghanistan,2021-05-22,101.92,2.51
AFG,Afghanistan,2021-05-23,60.75,2.51
AFG,Afghanistan,2021-05-24,137.31,2.51
AFG,Afghanistan,2021-05-25,157.65,6.02
AFG,Afghanistan,2021-05-26,210.87,4.77
AFG,Afghanistan,2021-05-27,156.39,3.51
AFG,Afghanistan,2021-05-28,191.79,3.01
AFG,Afghanistan,2021-05-29,246.26000000000002,4.5200000000000005
AFG,Afghanistan,2021-05-30,163.17000000000002,5.02
AFG,Afghanistan,2021-05-31,270.36,6.28
AFG,Afghanistan,2021-06-01,285.93,7.279999999999999
AFG,Afghanistan,2021-06-02,263.33,8.54
AFG,Afghanistan,2021-06-03,274.38,6.78
AFG,Afghanistan,2021-06-04,378.81,8.54
AFG,Afghanistan,2021-06-05,335.13,9.040000000000001
AFG,Afghanistan,2021-06-06,316.55,10.29
AFG,Afghanistan,2021-06-07,405.91999999999996,10.540000000000001
AFG,Afghanistan,2021-06-08,372.78,16.07
AFG,Afghanistan,2021-06-09,432.78,13.56
AFG,Afghanistan,2021-06-10,462.40000000000003,12.8
AFG,Afghanistan,2021-06-11,457.88,14.059999999999999
AFG,Afghanistan,2021-06-12,257.06,9.290000000000001
AFG,Afghanistan,2021-06-13,281.40999999999997,19.58
AFG,Afghanistan,2021-06-14,400.90000000000003,21.34
AFG,Afghanistan,2021-06-15,455.37,17.82
AFG,Afghanistan,2021-06-16,4.0200000000000005,0
AFG,Afghanistan,2021-06-17,814.0999999999999,39.910000000000004
AFG,Afghanistan,2021-06-18,553.03,23.1
AFG,Afghanistan,2021-06-19,448.6,24.1
AFG,Afghanistan,2021-06-20,347.68,23.1
AFG,Afghanistan,2021-06-21,501.06,23.35
AFG,Afghanistan,2021-06-22,463.65999999999997,19.58
AFG,Afghanistan,2021-06-23,554.28,18.33
AFG,Afghanistan,2021-06-24,395.38,21.589999999999996
AFG,Afghanistan,2021-06-25,517.13,16.82
AFG,Afghanistan,2021-06-26,384.58,18.83
AFG,Afghanistan,2021-06-27,275.13,14.059999999999999
AFG,Afghanistan,2021-06-28,384.33,20.08
AFG,Afghanistan,2021-06-29,353.2,16.07
AFG,Afghanistan,2021-06-30,376.8,19.330000000000002
AFG,Afghanistan,2021-07-01,390.86,22.839999999999996
AFG,Afghanistan,2021-07-02,487,21.589999999999996
AFG,Afghanistan,2021-07-03,333.62,14.81
AFG,Afghanistan,2021-07-04,317.04999999999995,23.1
AFG,Afghanistan,2021-07-05,298.48,21.09
AFG,Afghanistan,2021-07-06,383.33,19.330000000000002
AFG,Afghanistan,2021-07-07,390.86,13.81
AFG,Afghanistan,2021-07-08,274.13,15.56
AFG,Afghanistan,2021-07-09,369.77,21.09
AFG,Afghanistan,2021-07-10,298.98,19.330000000000002
AFG,Afghanistan,2021-07-11,201.08,21.589999999999996
AFG,Afghanistan,2021-07-12,269.86,16.82
AFG,Afghanistan,2021-07-13,310.28,14.559999999999999
AFG,Afghanistan,2021-07-14,189.28,18.580000000000002
AFG,Afghanistan,2021-07-15,303.75,15.06
AFG,Afghanistan,2021-07-16,300.74,22.34
AFG,Afghanistan,2021-07-17,294.46000000000004,6.53
